Location:,County Line,
Type:,Open,
Easting:,756929,
Northing:,4324348,
Surveyor:,J. Lund,
Time:,3/18/20 9:25,
Time Type:,AM,
Air Temp:,-5.1,
Hs:,120,
Ground:,"Rough, bare.",
Notes:,Temperature 9:25-9:35.,
Wx:,"Overcast, moderate wind, very light snow.",
,,
Hs,Temperature,Notes
120,-5.3,
110,-6,
100,-5.2,
90,-4.3,
80,-3.6,
70,-3.2,
60,-3,
50,-2.6,
40,-2.2,
30,-2.1,
20,-1.9,
10,-1.6,
0,-1.3,
