,site_name,date,time_created,time_updated,id,doi,date_accessed,instrument,type,units,surveyors,latitude,longitude,northing,easting,elevation,utm_zone,geom,time,depth,site_id,bottom_depth,comments,sample_a,sample_b,sample_c,value,veg_class,depth_class,...
0,Grand Mesa,2020-02-05,2021-06-01 18:41:20.933098+00:00,,4270,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.016973785550334,-108.18091067977153,4322442.0,744072.0,,12,POINT (744072 4322442),13:40:00-06:00,10.0,8S18,,,,,,-1.5,dense,medium,
1,Grand Mesa,2020-02-05,2021-06-01 18:41:20.934579+00:00,,4271,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.016973785550334,-108.18091067977153,4322442.0,744072.0,,12,POINT (744072 4322442),13:40:00-06:00,0.0,8S18,,,,,,-0.6,dense,medium,
2,Grand Mesa,2020-02-05,2021-06-01 18:41:21.221846+00:00,,4373,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,77.0,2S10,,,,,,-20.0,treeless,medium,
3,Grand Mesa,2020-02-05,2021-06-01 18:41:21.223467+00:00,,4374,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,70.0,2S10,,,,,,-19.3,treeless,medium,
4,Grand Mesa,2020-02-05,2021-06-01 18:41:21.224978+00:00,,4375,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,60.0,2S10,,,,,,-12.6,treeless,medium,
5,Grand Mesa,2020-02-05,2021-06-01 18:41:21.226313+00:00,,4376,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,50.0,2S10,,,,,,-8.2,treeless,medium,
6,Grand Mesa,2020-02-05,2021-06-01 18:41:21.227838+00:00,,4377,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,40.0,2S10,,,,,,-5.7,treeless,medium,
7,Grand Mesa,2020-02-05,2021-06-01 18:41:21.229417+00:00,,4378,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,30.0,2S10,,,,,,-4.5,treeless,medium,
8,Grand Mesa,2020-02-05,2021-06-01 18:41:21.230989+00:00,,4379,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,20.0,2S10,,,,,,-3.6,treeless,medium,
9,Grand Mesa,2020-02-05,2021-06-01 18:41:21.232333+00:00,,4380,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,10.0,2S10,,,,,,-2.7,treeless,medium,
10,Grand Mesa,2020-02-05,2021-06-01 18:41:21.233771+00:00,,4381,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01947424229654,-108.19231383887319,4322689.0,743076.0,,12,POINT (743076 4322689),09:45:00-06:00,0.0,2S10,,,,,,-1.7,treeless,medium,
11,Grand Mesa,2020-02-06,2021-06-01 18:41:21.248219+00:00,,4382,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,70.0,7S50,,,,,,-10.3,dense,shallow,
12,Grand Mesa,2020-02-06,2021-06-01 18:41:21.249835+00:00,,4383,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,60.0,7S50,,,,,,-11.0,dense,shallow,
13,Grand Mesa,2020-02-06,2021-06-01 18:41:21.251090+00:00,,4384,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,50.0,7S50,,,,,,-9.4,dense,shallow,
14,Grand Mesa,2020-02-06,2021-06-01 18:41:21.252363+00:00,,4385,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,40.0,7S50,,,,,,-7.4,dense,shallow,
15,Grand Mesa,2020-02-06,2021-06-01 18:41:21.253856+00:00,,4386,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,30.0,7S50,,,,,,-5.5,dense,shallow,
16,Grand Mesa,2020-02-06,2021-06-01 18:41:21.255211+00:00,,4387,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,20.0,7S50,,,,,,-4.3,dense,shallow,
17,Grand Mesa,2020-02-06,2021-06-01 18:41:21.256614+00:00,,4388,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,10.0,7S50,,,,,,-3.6,dense,shallow,
18,Grand Mesa,2020-02-06,2021-06-01 18:41:21.257892+00:00,,4389,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.01382846933047,-108.13394396377599,4322220.0,748150.0,,12,POINT (748150 4322220),08:44:00-06:00,0.0,7S50,,,,,,-2.4,dense,shallow,
19,Grand Mesa,2020-01-31,2021-06-01 18:41:21.596558+00:00,,4510,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,105.0,8C22,,,,,,-6.4,dense,medium,
20,Grand Mesa,2020-01-31,2021-06-01 18:41:21.597928+00:00,,4511,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,100.0,8C22,,,,,,-6.8,dense,medium,
21,Grand Mesa,2020-01-31,2021-06-01 18:41:21.599322+00:00,,4512,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,90.0,8C22,,,,,,-8.1,dense,medium,
22,Grand Mesa,2020-01-31,2021-06-01 18:41:21.600853+00:00,,4513,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,80.0,8C22,,,,,,-6.8,dense,medium,
23,Grand Mesa,2020-01-31,2021-06-01 18:41:21.602158+00:00,,4514,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,70.0,8C22,,,,,,-5.3,dense,medium,
24,Grand Mesa,2020-01-31,2021-06-01 18:41:21.603458+00:00,,4515,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,60.0,8C22,,,,,,-4.0,dense,medium,
25,Grand Mesa,2020-01-31,2021-06-01 18:41:21.604750+00:00,,4516,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,50.0,8C22,,,,,,-3.0,dense,medium,
26,Grand Mesa,2020-01-31,2021-06-01 18:41:21.606141+00:00,,4517,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,40.0,8C22,,,,,,-2.3,dense,medium,
27,Grand Mesa,2020-01-31,2021-06-01 18:41:21.607437+00:00,,4518,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,30.0,8C22,,,,,,-1.6,dense,medium,
28,Grand Mesa,2020-01-31,2021-06-01 18:41:21.608834+00:00,,4519,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,20.0,8C22,,,,,,-1.1,dense,medium,
29,Grand Mesa,2020-01-31,2021-06-01 18:41:21.610121+00:00,,4520,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,10.0,8C22,,,,,,-0.6,dense,medium,
30,Grand Mesa,2020-01-31,2021-06-01 18:41:21.611424+00:00,,4521,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.028462143421415,-108.17577620250735,4323731.0,744477.0,,12,POINT (744477 4323731),15:00:00-06:00,0.0,8C22,,,,,,0.0,dense,medium,
31,Grand Mesa,2020-01-28,2021-06-01 18:41:21.625617+00:00,,4522,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,113.0,9N59,,,,,,-14.6,dense,deep,
32,Grand Mesa,2020-01-28,2021-06-01 18:41:21.626941+00:00,,4523,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,110.0,9N59,,,,,,-14.9,dense,deep,
33,Grand Mesa,2020-01-28,2021-06-01 18:41:21.628449+00:00,,4524,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,100.0,9N59,,,,,,-10.6,dense,deep,
34,Grand Mesa,2020-01-28,2021-06-01 18:41:21.629789+00:00,,4525,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,90.0,9N59,,,,,,-6.7,dense,deep,
35,Grand Mesa,2020-01-28,2021-06-01 18:41:21.631163+00:00,,4526,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,80.0,9N59,,,,,,-5.0,dense,deep,
36,Grand Mesa,2020-01-28,2021-06-01 18:41:21.632530+00:00,,4527,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,70.0,9N59,,,,,,-4.1,dense,deep,
37,Grand Mesa,2020-01-28,2021-06-01 18:41:21.633837+00:00,,4528,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,60.0,9N59,,,,,,-3.4,dense,deep,
38,Grand Mesa,2020-01-28,2021-06-01 18:41:21.635161+00:00,,4529,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,50.0,9N59,,,,,,-3.0,dense,deep,
39,Grand Mesa,2020-01-28,2021-06-01 18:41:21.636498+00:00,,4530,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,40.0,9N59,,,,,,-2.4,dense,deep,
40,Grand Mesa,2020-01-28,2021-06-01 18:41:21.637901+00:00,,4531,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,30.0,9N59,,,,,,-2.0,dense,deep,
41,Grand Mesa,2020-01-28,2021-06-01 18:41:21.639557+00:00,,4532,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,20.0,9N59,,,,,,-1.6,dense,deep,
42,Grand Mesa,2020-01-28,2021-06-01 18:41:21.640847+00:00,,4533,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,10.0,9N59,,,,,,-1.1,dense,deep,
43,Grand Mesa,2020-01-28,2021-06-01 18:41:21.642135+00:00,,4534,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.029614668388184,-108.13404521837332,4323972.0,748086.0,,12,POINT (748086 4323972),09:40:00-06:00,0.0,9N59,,,,,,-0.4,dense,deep,
44,Grand Mesa,2020-02-01,2021-06-01 18:41:21.798830+00:00,,4583,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,97.0,6N46,,,,,,-6.8,sparse,deep,
45,Grand Mesa,2020-02-01,2021-06-01 18:41:21.800132+00:00,,4584,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,90.0,6N46,,,,,,-6.2,sparse,deep,
46,Grand Mesa,2020-02-01,2021-06-01 18:41:21.801526+00:00,,4585,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,80.0,6N46,,,,,,-8.4,sparse,deep,
47,Grand Mesa,2020-02-01,2021-06-01 18:41:21.802946+00:00,,4586,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,70.0,6N46,,,,,,-7.3,sparse,deep,
48,Grand Mesa,2020-02-01,2021-06-01 18:41:21.804293+00:00,,4587,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,60.0,6N46,,,,,,-6.1,sparse,deep,
49,Grand Mesa,2020-02-01,2021-06-01 18:41:21.805614+00:00,,4588,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,50.0,6N46,,,,,,-5.0,sparse,deep,
50,Grand Mesa,2020-02-01,2021-06-01 18:41:21.806940+00:00,,4589,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,40.0,6N46,,,,,,-4.1,sparse,deep,
51,Grand Mesa,2020-02-01,2021-06-01 18:41:21.808284+00:00,,4590,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,30.0,6N46,,,,,,-3.3,sparse,deep,
52,Grand Mesa,2020-02-01,2021-06-01 18:41:21.809570+00:00,,4591,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,20.0,6N46,,,,,,-2.7,sparse,deep,
53,Grand Mesa,2020-02-01,2021-06-01 18:41:21.810860+00:00,,4592,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,10.0,6N46,,,,,,-2.2,sparse,deep,
54,Grand Mesa,2020-02-01,2021-06-01 18:41:21.812148+00:00,,4593,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0281312536867,-108.15181139450891,4323759.0,746553.0,,12,POINT (746553 4323759),12:24:00-06:00,0.0,6N46,,,,,,-1.5,sparse,deep,
55,Grand Mesa,2020-02-06,2021-06-01 18:41:21.826231+00:00,,4594,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,113.0,5N15,,,,,,-7.0,sparse,medium,
56,Grand Mesa,2020-02-06,2021-06-01 18:41:21.827596+00:00,,4595,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,110.0,5N15,,,,,,-8.5,sparse,medium,
57,Grand Mesa,2020-02-06,2021-06-01 18:41:21.828966+00:00,,4596,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,100.0,5N15,,,,,,-10.3,sparse,medium,
58,Grand Mesa,2020-02-06,2021-06-01 18:41:21.830460+00:00,,4597,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,90.0,5N15,,,,,,-9.1,sparse,medium,
59,Grand Mesa,2020-02-06,2021-06-01 18:41:21.831892+00:00,,4598,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,80.0,5N15,,,,,,-7.6,sparse,medium,
60,Grand Mesa,2020-02-06,2021-06-01 18:41:21.833272+00:00,,4599,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,70.0,5N15,,,,,,-6.2,sparse,medium,
61,Grand Mesa,2020-02-06,2021-06-01 18:41:21.834748+00:00,,4600,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,60.0,5N15,,,,,,-4.8,sparse,medium,
62,Grand Mesa,2020-02-06,2021-06-01 18:41:21.836124+00:00,,4601,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,50.0,5N15,,,,,,-3.5,sparse,medium,
63,Grand Mesa,2020-02-06,2021-06-01 18:41:21.837599+00:00,,4602,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,40.0,5N15,,,,,,-2.6,sparse,medium,
64,Grand Mesa,2020-02-06,2021-06-01 18:41:21.838942+00:00,,4603,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,30.0,5N15,,,,,,-1.8,sparse,medium,
65,Grand Mesa,2020-02-06,2021-06-01 18:41:21.840365+00:00,,4604,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,20.0,5N15,,,,,,-1.3,sparse,medium,
66,Grand Mesa,2020-02-06,2021-06-01 18:41:21.841634+00:00,,4605,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,10.0,5N15,,,,,,-1.0,sparse,medium,
67,Grand Mesa,2020-02-06,2021-06-01 18:41:21.843219+00:00,,4606,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03376271468748,-108.19194445748532,4324276.0,743059.0,,12,POINT (743059 4324276),11:11:00-06:00,0.0,5N15,,,,,,-0.2,sparse,medium,
68,Grand Mesa,2020-01-30,2021-06-01 18:41:22.115375+00:00,,4686,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,70.0,9C17,,,,,,-10.5,dense,deep,
69,Grand Mesa,2020-01-30,2021-06-01 18:41:22.116703+00:00,,4687,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,60.0,9C17,,,,,,-9.2,dense,deep,
70,Grand Mesa,2020-01-30,2021-06-01 18:41:22.118101+00:00,,4688,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,50.0,9C17,,,,,,-5.7,dense,deep,
71,Grand Mesa,2020-01-30,2021-06-01 18:41:22.119447+00:00,,4689,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,40.0,9C17,,,,,,-4.0,dense,deep,
72,Grand Mesa,2020-01-30,2021-06-01 18:41:22.120978+00:00,,4690,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,30.0,9C17,,,,,,-3.0,dense,deep,
73,Grand Mesa,2020-01-30,2021-06-01 18:41:22.122344+00:00,,4691,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,20.0,9C17,,,,,,-2.4,dense,deep,
74,Grand Mesa,2020-01-30,2021-06-01 18:41:22.123856+00:00,,4692,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,10.0,9C17,,,,,,-1.7,dense,deep,
75,Grand Mesa,2020-01-30,2021-06-01 18:41:22.125192+00:00,,4693,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.0399873107955,-108.19191737634242,4324967.0,743040.0,,12,POINT (743040 4324967),08:57:00-06:00,0.0,9C17,,,,,,-1.1,dense,deep,
76,Grand Mesa,2020-02-11,2021-06-01 18:41:23.177834+00:00,,5075,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,112.0,FL2A,,,,,,-16.1,,,
77,Grand Mesa,2020-02-11,2021-06-01 18:41:23.179342+00:00,,5076,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,110.0,FL2A,,,,,,-12.8,,,
78,Grand Mesa,2020-02-11,2021-06-01 18:41:23.180766+00:00,,5077,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,100.0,FL2A,,,,,,-11.7,,,
79,Grand Mesa,2020-02-11,2021-06-01 18:41:23.182151+00:00,,5078,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,90.0,FL2A,,,,,,-8.3,,,
80,Grand Mesa,2020-02-11,2021-06-01 18:41:23.183514+00:00,,5079,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,80.0,FL2A,,,,,,-6.2,,,
81,Grand Mesa,2020-02-11,2021-06-01 18:41:23.184891+00:00,,5080,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,70.0,FL2A,,,,,,-5.2,,,
82,Grand Mesa,2020-02-11,2021-06-01 18:41:23.186321+00:00,,5081,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,60.0,FL2A,,,,,,-4.7,,,
83,Grand Mesa,2020-02-11,2021-06-01 18:41:23.187891+00:00,,5082,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,50.0,FL2A,,,,,,-4.2,,,
84,Grand Mesa,2020-02-11,2021-06-01 18:41:23.189499+00:00,,5083,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,40.0,FL2A,,,,,,-3.7,,,
85,Grand Mesa,2020-02-11,2021-06-01 18:41:23.190815+00:00,,5084,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,30.0,FL2A,,,,,,-3.5,,,
86,Grand Mesa,2020-02-11,2021-06-01 18:41:23.192171+00:00,,5085,https://doi.org/10.5067/DUD2VZEVBJ7S,2021-05-30,,temperature,,,39.03440841851604,-108.21963021265755,4324274.0,740660.0,,12,POINT (740660 4324274),09:30:00-06:00,20.0,FL2A,,,,,,-3.1,,,
