# Location,Grand Mesa
# Site,1C5
# PitID,COGM1C5_20200212
# Date/Local Time,2020-02-12T11:26
# UTM Zone,12N
# Easting (m),740919
# Northing (m),4327334
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-9.1
# Total Depth (cm),82
# Surveyors,"J. Lund, S. Tanner"
# WISe Serial No,WIS014A
# Weather,"Mostly cloudy, Wind"
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Rugged
# Ground Vegetation,Shrub
# Vegetation Height,35-75
# Tree Canopy,No Trees
# Comments:,"Start temp: 11:37 End temp: 11:50 Bushes, variable snow at 75-85cm
75-65cm variable wind crust At 25-5cm variable density due to
vegetation"
