Location:,Skyway,
Type:,Open,
Easting:,754310,
Northing:,4326542,
Surveyor:,J. Lund,
Time:,3/28/20 10:00,
Time Type:,AM,
Air Temp:,-9,
Hs:,162,
Ground:,"Smooth, grass~5cm, frozen.",
Notes:,"Warming up, clearing, but still cold.",
Wx:,"Calm, barely sunny, very light snow.",
,,
Hs,Temperature,Notes
161,-3.6,
160,-4,
150,-5.7,
140,-6.1,
130,-5.7,
120,-4.9,
110,-3.6,
100,-3,
90,-2.5,
80,-2.1,
70,-1.8,
60,-1.6,
50,-1.2,
40,-1.1,
30,-0.8,
20,-0.7,
10,-0.5,
0,-0.4,
